Project_ID,Description,Type,Location,Site_Conditions,Square_Footage,Floors,Units,Foundation,Framing,Exterior_Finish,Roofing,HVAC,Plumbing,Electrical,Fire_Protection,Permitting_Fees,cost_estimation
58,2,2,5,7,98201,4,54,3,3,3,1,1,2,103,0,1314.03,74000
59,2,1,2,9,2686,8,34,2,1,3,1,1,3,906,1,4564.67,66000
60,1,2,3,4,86910,5,96,2,1,2,3,2,5,650,1,1171.14,111000
61,2,1,3,2,66737,11,41,1,3,2,1,2,5,588,1,1234.09,74000
62,1,1,4,4,22166,11,18,3,3,2,2,2,6,289,1,4069.99,51000
63,1,3,3,8,1667,1,20,2,2,1,2,2,3,206,1,1069.97,31000
64,2,3,3,1,42015,10,46,1,1,2,3,2,6,293,1,3008.32,76000
65,2,3,4,1,25452,14,4,2,1,3,3,2,6,304,1,2185.48,46000
66,2,2,5,4,80162,1,98,2,1,3,1,1,2,402,0,1250.38,101000
67,1,1,4,3,34979,10,39,2,3,2,1,2,1,863,0,4903.57,69000
68,1,2,1,3,14007,1,14,2,2,2,3,2,6,884,0,1495.19,17000
69,1,2,3,10,81734,2,98,2,3,1,1,1,5,566,0,3446.97,112000
70,2,3,4,3,52189,5,25,2,1,3,3,2,6,720,1,3879.41,40000
71,1,1,1,6,83410,12,77,3,1,3,3,1,4,130,0,1854.94,121000
72,1,2,4,1,20466,14,18,2,1,3,2,1,4,813,1,4550.72,60000
73,1,1,2,6,64969,7,21,3,3,1,1,2,4,305,0,2889.1,50000
74,1,1,1,5,60369,11,47,2,2,1,2,2,4,756,1,4243.54,80000
75,1,1,3,6,82689,4,16,2,2,1,1,2,2,880,1,4456.33,36000
76,1,2,1,5,93739,9,94,2,2,2,3,2,2,804,1,2942.84,121000
77,1,2,2,9,17837,11,47,2,3,3,1,2,6,720,1,2783.67,88000
78,2,3,3,8,76076,15,84,2,3,1,3,2,6,188,1,1521.01,137000
79,1,3,5,3,47964,6,28,2,1,3,3,1,3,730,1,3101.07,46000
80,1,2,3,7,48692,6,46,2,3,1,1,2,5,794,1,1104.79,72000
81,1,3,5,3,91934,5,38,3,1,2,2,1,1,215,1,880.13,53000
82,1,2,5,1,82427,7,20,1,3,1,1,2,2,710,1,1386.99,41000
83,2,2,1,4,17314,15,53,2,3,1,1,2,4,554,1,3951.79,98000
84,1,3,5,7,31619,1,53,1,3,1,3,1,5,545,0,1103.23,64000
85,2,3,2,8,22691,2,63,2,3,2,3,2,5,841,0,210.8,77000
86,2,1,4,10,51635,13,14,1,2,2,1,1,4,134,1,4333.67,61000
87,2,3,1,5,51220,12,14,3,3,3,1,1,2,449,1,2368.57,50000
88,2,1,4,7,15706,14,49,3,2,3,3,2,1,394,1,1718.57,99000
89,1,2,1,1,84271,6,80,3,3,2,1,2,1,295,1,370.97,98000
90,2,3,1,4,6784,1,78,2,2,3,3,2,3,367,1,441.17,81000
91,1,1,4,6,50787,8,62,3,2,2,3,1,6,800,1,3577.29,94000
92,2,1,1,1,69343,2,99,3,1,2,2,2,3,658,0,3325.06,105000
93,1,2,1,7,88927,4,37,2,2,2,1,2,6,651,0,179.51,57000
94,1,2,3,6,6184,5,56,3,3,2,2,2,3,824,1,1622.48,79000
95,2,3,5,2,66208,1,83,3,3,1,3,2,3,550,1,2522.14,86000
96,2,1,5,3,15565,9,100,2,3,3,2,2,5,445,0,1547.21,127000
97,2,1,4,10,10654,4,44,2,1,1,1,2,6,923,1,1161.49,64000
98,1,3,1,8,83280,8,19,1,1,2,1,2,2,382,0,3701.14,51000
99,2,1,3,5,64917,11,5,3,3,2,2,1,4,832,1,3031.15,38000
100,1,1,1,3,80268,9,23,2,3,2,1,2,5,623,0,4909.31,50000
101,1,1,2,5,33733,4,2,1,1,1,3,2,1,683,0,1017.95,14000
102,1,3,2,6,96575,11,90,1,1,2,3,2,2,197,1,308.63,131000
103,2,1,3,2,74881,10,30,1,1,3,1,2,2,203,0,429.8,60000
104,1,2,3,6,40594,5,7,3,1,1,2,2,6,923,1,3083.75,30000
105,1,2,3,1,64094,11,72,2,1,3,2,2,2,896,1,735.58,105000
106,2,2,1,1,56842,7,94,1,2,2,1,1,1,757,0,1325.12,115000
107,2,3,2,6,27137,4,63,3,1,2,1,1,1,297,0,2290.32,83000
108,2,3,3,5,85035,4,21,3,1,2,2,2,3,814,1,3148.66,33000
109,1,2,4,7,70156,2,55,3,2,1,3,2,5,882,0,3729.6,69000
110,2,3,1,2,84094,1,30,1,3,3,3,2,5,682,0,2967.29,33000
111,2,2,3,2,62391,12,92,3,1,1,1,1,6,463,0,2359.84,128000
112,1,2,4,6,1788,10,78,1,1,2,1,1,2,498,0,4233.21,116000
113,1,3,2,8,58642,9,72,1,2,2,2,1,6,840,1,4203.02,107000
114,2,2,4,9,62430,14,36,2,3,1,3,2,6,577,0,2079.62,86000
115,2,2,4,6,93615,1,73,2,2,1,3,1,2,355,0,1860.68,84000
116,1,2,1,5,94346,4,40,3,2,2,1,2,6,626,1,2953.08,52000
117,2,2,2,5,92700,9,59,3,2,1,2,1,3,797,1,1370.89,86000
118,2,1,2,7,8422,10,77,2,1,1,2,1,4,907,1,3896.51,115000
119,1,3,4,4,82928,14,3,2,3,2,2,1,2,374,0,3723.31,45000
120,2,3,5,3,19564,14,31,1,2,3,1,1,2,204,0,4938.28,73000
121,2,3,3,2,64145,12,35,2,3,1,2,1,5,378,0,4066.9,71000
122,1,3,2,2,16245,4,19,3,1,2,2,1,3,720,0,855.6,31000
123,1,1,3,7,51978,4,88,1,2,1,3,2,5,667,0,472.52,108000
124,2,2,4,8,73033,13,17,1,3,3,2,1,1,772,1,3924.53,64000
125,2,2,4,2,38597,15,82,2,2,1,3,1,3,280,0,1149.8,127000
126,1,2,1,4,34160,1,60,2,2,1,1,2,6,359,0,947.48,63000
127,1,3,5,5,54756,15,29,1,2,1,1,2,2,454,1,3420.04,74000
128,2,3,3,6,55383,9,9,1,2,1,2,2,3,304,1,4646.99,44000
129,1,1,4,4,92083,2,73,2,1,1,1,1,3,244,0,1413.19,79000
130,1,2,5,2,98434,9,84,2,2,2,3,2,2,315,1,4116.8,111000
131,1,1,3,10,73810,12,50,1,3,2,2,1,2,820,0,521.14,94000
132,2,1,4,7,39762,9,42,3,3,3,2,2,1,188,0,4532.2,77000
133,1,3,3,10,89535,15,73,2,2,1,3,2,2,343,0,1503.2,126000
134,1,2,3,8,39473,7,83,1,1,3,1,2,4,654,0,982.04,112000
135,2,2,1,1,68262,3,88,2,3,1,2,1,5,357,0,2446.51,97000
136,2,2,5,3,58996,6,67,1,3,2,3,2,6,271,0,2445.47,85000
137,1,1,3,7,99901,12,42,3,1,1,2,1,2,534,0,2377.57,86000
138,2,2,3,10,35538,10,1,1,2,1,1,2,1,253,0,2895.26,39000
139,1,2,2,8,83726,1,68,1,1,2,1,1,1,358,0,1792.65,79000
140,1,1,5,5,93828,6,25,2,1,2,1,1,2,251,1,2735.61,43000
141,2,3,1,8,10187,4,69,2,2,3,2,2,1,122,1,4161.07,89000
142,1,1,5,2,54206,8,15,1,1,3,1,2,4,617,0,4378.97,39000
143,1,1,2,2,12732,13,99,2,1,1,3,2,6,657,0,1102.59,138000
144,2,2,3,4,52099,12,34,2,3,3,3,2,3,829,0,697.57,70000
145,2,3,5,6,75985,3,35,1,2,1,1,2,4,241,1,1433.06,52000
146,2,1,3,9,88095,5,53,2,1,1,1,2,2,164,0,1742.42,76000
147,2,2,3,8,29045,1,84,3,2,1,2,2,3,223,1,4359.55,95000
148,2,3,1,8,76341,14,13,1,1,1,3,2,3,344,1,2592.17,63000
149,1,1,4,9,61439,12,87,3,1,3,3,1,3,210,0,948.17,131000
150,2,2,3,3,76028,1,96,2,2,1,1,2,3,211,0,581.53,99000
151,1,1,2,1,53334,11,21,2,3,2,3,1,6,782,0,1170.37,54000
152,1,1,3,1,26210,15,6,1,2,3,1,2,2,888,1,391.73,51000
153,2,3,3,6,52098,4,21,1,3,3,1,1,4,828,1,4674.44,41000
154,1,1,5,8,46816,13,31,1,1,2,3,2,6,205,0,3665.07,78000
155,1,1,3,1,14817,4,31,3,2,2,1,1,3,355,0,1639.99,43000
156,2,2,1,3,72994,15,85,3,2,1,3,1,3,345,1,4848.0,130000
157,1,1,2,1,23432,15,8,2,3,1,3,2,3,116,0,1691.96,53000
158,2,3,4,9,98244,14,76,1,2,1,2,1,3,453,0,3332.64,126000
159,1,2,5,2,11268,12,84,1,2,1,2,2,2,784,0,3976.15,120000
160,1,1,3,10,42535,15,25,3,1,2,2,2,1,722,1,1659.19,78000
161,2,3,3,2,89871,4,6,1,1,2,2,1,2,929,1,1835.76,18000
162,1,2,4,7,25123,1,51,3,3,3,2,1,4,160,1,3047.01,62000
163,1,2,3,4,87860,14,65,1,1,3,3,1,4,395,0,529.54,107000
164,1,2,2,4,99703,8,2,3,3,3,1,2,4,892,1,4809.43,26000
165,2,3,3,9,52802,2,83,3,3,2,1,2,6,640,0,938.62,97000
166,2,3,3,9,95734,10,46,2,2,3,3,2,1,135,0,4148.49,84000
167,2,3,5,5,97460,9,27,2,2,3,3,2,5,490,0,2103.86,54000
168,2,2,4,5,62065,14,84,3,3,3,3,1,3,268,0,2755.14,126000
169,2,3,3,5,95286,2,15,1,2,3,3,2,2,493,0,3331.35,21000
170,2,1,5,3,82830,12,59,2,2,1,3,2,5,566,1,3312.37,95000
171,2,1,2,6,74341,12,45,1,1,2,2,1,3,272,1,2362.73,89000
172,1,3,1,2,50132,5,56,2,3,1,3,1,2,122,1,3207.66,71000
173,2,3,1,6,73531,1,14,1,1,2,3,1,2,800,0,3730.2,25000
174,1,3,3,5,60121,8,57,1,2,1,3,1,6,838,0,4655.3,81000
175,2,3,5,6,91193,9,36,1,3,1,2,1,3,718,1,3775.89,71000
176,2,2,2,4,74901,11,8,1,1,3,1,2,6,313,1,2639.09,41000
177,1,1,1,8,30518,15,38,3,2,1,3,1,3,670,0,1513.86,91000
178,2,3,2,10,61036,12,66,3,3,1,3,2,1,756,1,2272.78,110000
179,1,1,2,2,82786,3,52,1,1,3,2,1,1,682,1,104.58,61000
180,1,1,4,2,17311,2,58,2,2,2,2,2,3,462,1,2754.0,64000
181,1,2,5,8,86769,15,80,2,1,2,3,2,4,120,1,3098.36,133000
182,2,2,4,2,59782,13,79,2,2,2,2,1,6,492,1,3584.07,118000
183,1,2,5,2,79877,10,25,3,3,3,2,2,4,772,0,4902.92,55000
184,2,3,4,5,12181,8,21,2,2,2,2,2,3,234,1,377.56,45000
185,1,2,2,2,37157,11,10,2,3,1,2,2,5,152,1,677.06,43000
186,1,3,1,7,59283,6,13,3,2,1,3,1,4,197,0,1956.75,39000
187,1,3,3,7,86173,9,90,2,1,1,1,1,2,629,0,3640.73,125000
188,1,2,3,3,69606,7,70,2,3,2,3,2,6,532,1,1344.25,91000
189,1,1,4,6,87968,2,81,3,1,2,3,1,1,495,0,513.29,95000
190,2,2,2,2,58857,5,14,3,3,1,2,1,2,302,0,1112.66,29000
191,1,2,2,8,92381,12,23,2,2,1,2,1,2,672,1,4517.24,67000
192,1,3,4,2,29647,12,13,2,3,2,2,1,6,785,1,1903.45,49000
193,2,2,5,10,56505,3,79,3,3,1,2,1,3,488,1,1799.48,96000
194,2,2,4,2,13304,9,49,1,1,2,3,2,1,361,0,2661.05,76000
195,1,1,5,5,36758,5,97,1,2,1,1,2,1,341,0,273.56,112000
196,2,1,3,6,1995,14,34,3,2,1,2,2,2,956,1,2080.77,84000
197,2,3,5,3,62461,5,99,3,3,2,1,2,5,709,1,986.97,114000
198,1,3,2,7,69318,10,95,1,1,1,1,1,3,203,0,4913.86,133000
199,1,3,2,10,82362,5,50,1,2,1,3,1,5,992,0,4651.18,73000
200,2,2,5,3,69792,10,36,1,3,1,2,1,2,896,0,4628.95,66000
201,2,1,1,2,27004,5,37,1,3,2,2,1,6,388,0,2271.68,52000
202,2,3,2,7,61679,3,57,1,1,1,2,1,2,760,1,2226.74,74000
203,1,3,3,9,46467,2,60,1,2,1,1,2,3,814,0,1785.85,74000
204,2,1,4,8,79212,10,32,1,1,1,1,2,6,229,0,4653.15,70000
205,1,3,1,7,11952,6,18,3,2,2,3,1,5,267,1,1137.72,44000
206,2,2,2,9,68053,12,31,3,2,1,3,1,2,626,0,2250.46,75000
207,2,3,2,4,69678,5,30,2,1,3,3,2,4,145,0,3844.17,45000
208,2,3,3,2,64660,7,42,1,2,2,1,1,6,565,0,3703.08,63000
209,1,3,1,5,60744,3,79,2,2,3,2,1,3,627,0,2158.05,88000
210,1,3,5,1,89212,2,18,1,2,1,1,2,3,809,0,925.7,24000
211,2,2,3,9,84531,6,48,3,3,3,1,2,3,337,1,4075.49,74000
212,1,3,4,1,88659,11,95,1,1,1,3,2,6,919,1,566.55,128000
213,2,3,4,8,98113,14,91,2,1,2,3,1,1,423,1,1126.51,141000
214,2,2,4,2,96419,1,35,1,1,2,3,2,5,382,0,2937.36,38000
215,1,3,2,6,48802,1,90,3,2,3,2,2,5,319,0,2836.41,101000
216,1,2,3,6,85687,4,37,1,3,3,2,2,6,211,0,1784.16,57000
217,1,1,3,8,58291,5,56,3,1,2,2,1,6,661,1,1794.94,79000
218,1,3,1,1,70077,7,76,2,2,2,2,1,5,409,1,1137.26,97000
219,1,3,1,1,36903,13,2,3,1,2,2,1,1,315,1,124.39,41000
220,1,2,3,6,99877,14,100,2,2,2,1,1,2,823,1,3176.78,150000
221,1,2,2,4,9717,14,36,2,3,1,3,1,6,140,0,4362.91,78000
222,2,1,1,9,9713,10,28,1,3,3,2,1,1,757,1,1207.47,66000
223,2,1,4,5,87094,8,84,3,3,3,1,2,6,808,0,4286.23,108000
224,2,2,4,4,60374,12,89,1,3,1,3,1,5,303,0,2767.31,125000
225,1,1,3,4,13127,5,64,1,3,2,3,2,6,378,1,3484.39,79000
226,1,1,2,10,62412,7,66,2,3,3,3,2,5,259,1,2240.19,95000
227,1,2,1,8,49164,5,82,2,3,1,1,2,6,211,1,4981.29,105000
228,1,3,3,1,39322,5,77,1,2,2,3,1,3,695,0,3001.46,92000
229,2,1,3,7,65530,8,16,1,1,1,2,1,2,681,0,3259.24,48000
230,1,3,3,8,7704,7,40,3,2,1,3,1,6,572,1,885.12,69000
231,1,2,3,2,71638,4,80,2,1,2,2,1,5,176,0,932.65,92000
232,1,3,3,3,14879,13,69,3,2,3,3,1,5,464,0,2872.23,108000
233,1,1,2,3,7239,11,70,1,1,2,2,1,1,183,0,1392.64,103000
234,1,2,1,8,67857,6,74,1,1,3,2,2,5,398,1,273.69,100000
235,2,2,5,2,40954,1,6,1,3,3,2,2,6,962,0,2057.38,9000
236,1,1,5,5,57025,15,17,3,2,2,2,1,5,988,1,2149.4,62000
237,2,1,1,3,87290,4,3,1,3,2,2,2,4,359,1,4711.02,15000
238,1,1,5,8,21798,12,83,2,3,1,1,1,1,703,0,3607.99,127000
239,2,3,1,9,1333,9,36,2,2,1,1,2,2,852,0,2160.5,71000
240,2,2,5,5,80669,4,3,1,2,3,3,2,6,150,0,3375.18,15000
241,2,3,1,8,84122,15,67,3,1,3,1,2,1,154,1,853.71,120000
242,1,2,4,7,49452,14,28,3,2,2,2,2,1,197,1,949.89,78000
243,1,2,2,2,37652,7,52,1,3,1,1,2,3,306,0,293.59,73000
244,1,3,5,1,67411,13,72,3,1,3,1,2,1,551,1,4495.35,111000
245,1,2,2,10,1440,5,100,2,2,3,1,2,5,176,1,686.78,123000
246,1,3,4,6,58930,10,98,2,1,2,3,2,6,778,0,4518.24,136000
247,2,3,1,6,8937,8,87,1,1,1,3,2,6,282,1,2014.09,119000
248,1,3,4,2,27259,14,26,2,1,2,1,1,2,400,1,3159.88,68000
249,2,3,4,2,69151,14,59,3,1,2,3,1,1,401,1,210.63,101000
250,2,2,2,3,86690,6,94,3,3,2,3,1,6,774,1,1061.12,112000
251,1,2,2,6,25306,12,38,3,3,2,2,1,4,137,1,2825.85,82000
252,2,3,2,9,4273,6,80,1,1,1,1,1,3,685,0,2122.36,106000
253,1,1,1,9,77800,13,30,1,3,3,3,1,1,250,0,1692.95,77000
254,1,1,2,1,67476,3,3,1,2,2,3,1,6,403,0,3863.93,12000
255,2,3,2,2,7837,5,89,3,3,1,3,2,4,101,1,1093.51,104000
256,1,1,2,7,7289,5,56,1,2,3,1,1,4,220,0,1597.39,79000
257,1,3,3,6,82648,15,42,3,1,3,2,2,1,675,1,3890.09,95000
258,2,1,4,3,34768,5,98,2,2,2,2,2,3,352,1,3545.03,113000
259,1,2,5,2,37880,8,90,2,2,1,1,2,1,873,1,719.34,114000
260,2,1,4,3,91715,1,28,3,2,2,1,2,6,719,1,2700.53,31000
261,2,1,4,7,89889,4,41,1,2,3,3,2,4,657,1,3040.97,61000
262,2,3,4,10,45416,2,74,3,3,3,2,2,5,758,0,4100.49,88000
263,1,1,1,8,13979,7,59,3,2,2,2,1,4,256,1,259.8,88000
264,2,1,3,6,33295,14,9,1,1,1,1,1,5,836,0,3737.19,59000
265,2,1,4,3,13943,15,10,2,3,2,1,1,3,517,1,2589.83,55000
266,2,1,2,4,14438,9,67,1,2,1,3,1,3,110,0,716.9,94000
267,1,3,4,3,98276,8,87,3,3,3,2,1,4,401,1,4129.67,111000
268,2,1,5,10,65749,8,83,2,2,2,2,2,6,853,0,1155.84,115000
269,1,3,4,10,85133,10,54,1,3,3,1,2,4,225,1,758.78,92000
270,1,3,4,6,95373,13,87,1,2,3,3,2,6,778,1,3268.03,134000
271,2,3,4,1,26240,1,11,1,2,1,2,1,2,458,1,1892.75,14000
272,2,2,4,7,49183,9,100,1,2,1,1,2,1,596,1,2958.98,135000
273,2,1,3,5,30410,13,75,1,3,3,1,2,5,961,1,2771.9,114000
274,1,2,2,10,51973,13,74,1,2,3,1,2,4,739,1,1306.92,121000
275,2,3,1,8,5480,9,100,3,3,2,2,1,3,160,0,2411.08,135000
276,1,2,3,5,19579,11,66,3,2,2,3,1,3,986,0,685.82,99000
277,1,2,3,5,80490,5,46,1,3,2,2,2,1,343,1,4492.55,61000
278,2,2,3,4,92060,7,94,3,1,2,2,1,4,440,0,1597.15,115000
279,1,1,2,3,95838,12,65,3,2,2,1,1,2,772,0,4498.56,101000
280,2,2,2,10,16264,6,63,3,3,2,3,1,1,909,1,2511.16,89000
281,1,3,4,4,55123,8,32,3,2,3,3,2,6,718,0,1301.43,56000
282,1,3,1,5,47404,5,62,3,3,2,1,2,3,579,1,2100.07,77000
283,2,3,1,9,16870,3,22,3,2,1,2,2,6,159,1,1119.39,39000
284,1,3,5,5,36206,10,71,2,1,2,2,2,6,926,1,2800.69,101000
285,1,3,4,10,93084,10,52,1,2,2,2,2,6,489,1,3078.01,90000
286,2,1,4,5,37416,9,92,2,1,1,1,1,3,460,0,227.94,119000
287,1,3,2,10,81620,11,80,2,3,1,1,2,3,347,1,2485.24,121000
288,1,1,1,2,57704,2,41,1,2,3,2,1,6,559,1,4467.24,47000
289,2,3,1,1,77560,13,69,1,3,2,3,2,3,709,0,319.1,108000
290,1,1,4,3,61671,15,62,1,1,2,3,1,6,366,0,2377.75,107000
291,1,3,3,5,39333,14,67,3,3,1,2,1,2,392,1,1882.11,109000
292,1,3,2,1,69013,2,35,1,1,1,1,1,4,425,0,4745.3,41000
293,1,1,5,10,7909,6,40,3,3,3,3,1,3,123,1,1544.58,66000
294,1,3,3,4,78412,5,40,3,2,3,1,1,1,823,0,1824.58,55000
295,2,3,5,9,81599,14,78,2,3,2,2,1,2,826,1,2764.49,128000
296,1,2,4,8,39354,10,50,2,2,2,3,1,6,737,0,4302.41,88000
297,2,1,5,5,85930,6,67,2,3,1,2,2,5,989,0,3959.19,85000
298,1,1,2,8,20181,4,90,1,1,2,3,1,5,112,0,4303.85,110000
299,2,3,5,7,70510,4,29,3,1,1,3,1,5,271,1,157.62,49000
300,1,3,2,2,82280,14,75,3,3,1,3,2,6,309,0,2815.44,117000
301,1,3,3,6,17368,10,65,3,2,3,2,1,5,695,0,3607.04,103000
302,2,1,5,3,67239,13,15,1,3,2,1,1,4,184,1,2712.49,54000
303,2,1,3,3,47848,4,4,2,3,3,2,2,1,374,1,2391.25,16000
304,2,1,3,7,13997,15,23,2,1,2,1,2,3,973,1,4015.33,76000
305,1,1,5,5,50994,15,93,1,2,1,3,2,2,366,1,660.3,138000
306,1,3,2,6,21215,6,96,1,2,3,3,2,5,231,1,1485.69,122000
307,1,1,1,7,56374,12,100,1,3,3,1,1,5,827,1,2773.5,144000
308,1,2,5,7,59292,10,39,2,2,3,2,2,5,694,0,4768.17,77000
309,1,3,5,3,57790,2,7,1,2,3,3,2,4,774,0,4232.23,13000
310,2,2,3,6,44716,4,100,2,2,3,1,1,5,448,0,3083.89,120000
311,2,2,1,3,89741,3,45,2,2,2,3,1,2,545,0,1228.65,54000
312,2,2,1,5,89012,8,19,2,1,3,1,1,6,240,1,1895.12,43000
313,2,1,5,1,56489,7,91,1,3,2,3,1,5,764,0,1195.43,112000
314,2,1,3,4,95311,10,67,1,2,3,1,2,5,138,0,2644.93,97000
315,2,2,5,5,35087,8,19,3,2,1,3,1,2,979,1,4037.91,43000
316,1,3,3,5,2708,14,2,1,3,3,1,2,3,997,0,503.09,44000
317,2,3,4,5,13811,15,47,1,2,2,2,1,6,755,0,4977.38,92000
318,1,3,1,4,25330,10,30,3,2,3,3,1,1,475,1,4553.16,60000
319,1,3,5,7,49035,12,35,1,1,1,1,1,6,828,0,3768.52,79000
320,1,2,2,4,37487,11,29,2,1,1,1,1,2,891,0,1243.15,62000
321,2,3,2,2,78007,7,57,1,1,1,2,1,3,835,0,753.89,78000
322,1,1,1,1,25825,10,3,2,1,1,1,2,5,901,0,4008.55,33000
323,1,1,2,4,16854,15,56,2,3,3,1,2,6,241,1,1175.26,101000
324,2,3,3,2,42498,13,61,2,3,2,3,2,1,159,1,2831.73,100000
325,2,2,1,8,92817,12,11,3,1,2,1,1,6,527,1,886.29,55000
326,2,1,2,6,12683,5,79,3,2,2,1,2,3,342,0,3632.21,102000
327,1,3,4,1,34480,7,46,2,3,3,1,2,4,607,0,1693.41,67000
328,2,3,3,7,37255,10,81,1,2,3,3,1,5,290,1,4636.98,119000
329,1,3,4,4,74441,8,9,3,3,1,3,2,4,323,1,2100.03,33000
330,1,3,4,7,67362,1,59,1,1,3,1,1,2,597,0,3739.35,70000
331,1,2,1,9,78281,9,66,3,2,2,3,1,4,208,0,1842.63,101000
332,1,2,4,2,99387,7,20,3,1,1,1,2,6,947,0,2726.1,41000
333,1,3,3,2,80863,12,43,3,2,1,1,1,6,774,0,3591.95,79000
334,1,2,1,4,35208,4,71,2,3,1,3,1,1,699,0,846.97,83000
335,1,1,4,5,59642,12,97,1,2,2,3,1,5,439,1,1040.62,133000
336,2,1,1,6,74243,7,70,1,3,3,3,2,1,956,0,1676.74,99000
337,1,3,1,2,50253,14,76,2,1,3,1,1,3,400,1,2814.46,118000
338,2,2,3,5,54798,6,7,2,3,3,2,1,4,504,0,2923.47,25000
